record_id,data_source,respondent_type,location,property_type,bedrooms,bathrooms,furnished_status,parking,security,road_access,amenities_count,monthly_rent_rwf,review_note
SURV-00437,Primary survey,Tenant,Gikondo,House,4,3,Furnished,Yes,Yes,Average,6,1060000,
SURV-00656,Primary survey,Tenant,Gikondo,House,4,4,Unfurnished,Yes,Yes,Average,6,1060000,
SURV-02404,Primary survey,Tenant,Gikondo,House,5,3,Furnished,Yes,Yes,Poor,6,1070000,
SURV-04353,Primary survey,Tenant,Gikondo,House,4,3,Unfurnished,No,Yes,Average,5,1080000,
SURV-00832,Primary survey,Tenant,Gikondo,House,4,2,Furnished,Yes,Yes,Good,3,1100000,
SURV-00931,Primary survey,Real Estate Agent,Gikondo,House,4,2,Furnished,Unknown,Yes,Good,6,1100000,
SURV-03738,Primary survey,Tenant,Gikondo,House,4,4,Unfurnished,Yes,Yes,Average,6,1100000,
SURV-04276,Primary survey,Tenant,Gikondo,House,4,1,Semi-Furnished,Yes,Yes,Poor,5,1100000,
SURV-01263,Primary survey,Landlord,Gikondo,House,5,3,Unfurnished,Yes,Yes,Good,4,1110000,
SURV-05208,Primary survey,Real Estate Agent,Gikondo,House,5,4,Semi-Furnished,Yes,Yes,Average,7,1170000,
SURV-01289,Primary survey,Tenant,Gikondo,House,5,4,Unfurnished,Yes,Yes,Good,7,1190000,
SURV-03607,Primary survey,Other,Gikondo,House,5,4,Unfurnished,No,Yes,Average,5,1210000,
SURV-04195,Primary survey,Tenant,Gikondo,House,5,1,Furnished,No,Yes,Good,7,1210000,
SURV-03902,Primary survey,Real Estate Agent,Gikondo,House,5,1,Semi-Furnished,No,Yes,Good,6,1250000,
SURV-05074,Primary survey,Real Estate Agent,Gikondo,House,5,3,Semi-Furnished,Yes,Yes,Good,3,1250000,
SURV-00547,Primary survey,Landlord,Gikondo,House,4,4,Unfurnished,Yes,Yes,Good,6,1260000,
SURV-01499,Primary survey,Landlord,Gikondo,House,5,1,Furnished,Yes,Yes,Good,5,1270000,
SURV-01587,Primary survey,Tenant,Gikondo,House,5,3,Furnished,Yes,Yes,Good,4,1270000,
SURV-04052,Primary survey,Tenant,Gikondo,House,5,1,Semi-Furnished,Yes,Yes,Good,3,1270000,
SURV-01338,Primary survey,Tenant,Gikondo,House,5,4,Furnished,No,Yes,Good,5,1290000,
SURV-04716,Primary survey,Tenant,Gikondo,House,5,3,Unfurnished,No,Yes,Average,5,1290000,
SURV-01147,Primary survey,Landlord,Gikondo,House,4,4,Unfurnished,No,Yes,Good,3,1300000,
SURV-01270,Primary survey,Tenant,Gikondo,House,6,1,Semi-Furnished,Yes,No,Average,6,1300000,
SURV-02753,Primary survey,Landlord,Gikondo,House,6,3,Furnished,Yes,Yes,Good,7,1300000,
SURV-03809,Primary survey,Real Estate Agent,Gikondo,House,6,2,Furnished,No,Yes,Good,3,1300000,
SURV-01993,Primary survey,Tenant,Gikondo,House,5,3,Furnished,Yes,Yes,Good,5,1310000,
SURV-05124,Primary survey,Tenant,Gikondo,House,6,3,Unfurnished,Yes,Yes,Good,4,1320000,
SURV-01386,Primary survey,Landlord,Gikondo,House,6,2,Semi-Furnished,No,Yes,Good,5,1340000,
SURV-01868,Primary survey,Tenant,Gikondo,House,6,3,Furnished,Yes,Yes,Good,3,1340000,
SURV-03326,Primary survey,Tenant,Gikondo,House,6,4,Unfurnished,Yes,No,Good,4,1360000,
SURV-01178,Primary survey,Tenant,Gikondo,House,5,1,Unfurnished,Yes,Yes,Good,7,1370000,
SURV-04697,Primary survey,Landlord,Gikondo,House,5,2,Unfurnished,Yes,Yes,Average,5,1390000,
SURV-00474,Primary survey,Real Estate Agent,Gikondo,House,6,3,Unfurnished,No,Yes,Good,6,1400000,
SURV-02670,Primary survey,Tenant,Gikondo,House,5,4,Furnished,Yes,Yes,Good,6,1410000,
SURV-02129,Primary survey,Real Estate Agent,Gikondo,House,5,2,Furnished,Yes,Yes,Average,7,1430000,
SURV-04235,Primary survey,Tenant,Gikondo,House,5,1,Unfurnished,Yes,Unknown,Average,7,1430000,
SURV-04831,Primary survey,Tenant,Gikondo,House,5,3,Unfurnished,Yes,Yes,Average,6,1430000,
SURV-03909,Primary survey,Tenant,Gikondo,House,5,2,Furnished,Yes,Yes,Good,4,1450000,
SURV-00915,Primary survey,Tenant,Gikondo,House,6,4,Semi-Furnished,Yes,Yes,Good,3,1480000,
SURV-04287,Primary survey,Tenant,Gikondo,House,6,1,Unfurnished,No,Yes,Good,5,1480000,
SURV-04430,Primary survey,Tenant,Gikondo,House,6,3,Furnished,No,Yes,Average,5,1480000,
SURV-00977,Primary survey,Tenant,Gikondo,House,5,2,Unfurnished,Yes,Yes,Good,3,1490000,
SURV-03266,Primary survey,Tenant,Gikondo,House,5,4,Furnished,Yes,Yes,Average,4,1510000,
SURV-01987,Primary survey,Landlord,Gikondo,House,5,2,Furnished,Yes,Yes,Average,7,1530000,
SURV-00342,Primary survey,Tenant,Gikondo,House,5,4,Semi-Furnished,Yes,Yes,Good,3,1550000,
SURV-03043,Primary survey,Tenant,Gikondo,House,5,3,Semi-Furnished,No,No,Average,4,1550000,
SURV-04837,Primary survey,Tenant,Gikondo,House,6,1,Furnished,Yes,Yes,Good,7,1560000,
SURV-02268,Primary survey,Real Estate Agent,Gikondo,House,6,4,Unfurnished,Yes,Yes,Good,7,1600000,
SURV-03426,Primary survey,Tenant,Gikondo,House,6,1,Unfurnished,No,Yes,Poor,3,1620000,
SURV-03882,Primary survey,Tenant,Gikondo,House,6,3,Semi-Furnished,Yes,Yes,Average,3,1640000,
SURV-00930,Primary survey,Other,Gikondo,House,6,4,Furnished,Yes,Yes,Average,3,1660000,
SURV-01179,Primary survey,Tenant,Gikondo,House,6,4,Unfurnished,No,Yes,Average,7,1680000,
SURV-00982,Primary survey,Real Estate Agent,Gikondo,House,6,4,Unfurnished,Yes,Yes,Good,3,1700000,
SURV-02369,Primary survey,Landlord,Gikondo,House,6,2,Unknown,No,Yes,Good,7,1700000,
SURV-04875,Primary survey,Tenant,Gikondo,House,6,2,Furnished,Yes,No,Average,5,1700000,
SURV-04803,Primary survey,Tenant,Gikondo,House,6,4,Semi-Furnished,Yes,Yes,Good,4,1720000,
SURV-03746,Primary survey,Tenant,Gikondo,House,6,2,Furnished,Yes,Yes,Average,5,1740000,
SURV-01418,Primary survey,Real Estate Agent,Gikondo,House,6,2,Unfurnished,Yes,Yes,Average,7,1800000,
SURV-00325,Primary survey,Real Estate Agent,Gikondo,Other,3,1,Unfurnished,No,No,Poor,1,22000,Very low rent; review before model training
SURV-02151,Primary survey,Tenant,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,4,40000,
SURV-03868,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,3,40000,
SURV-04206,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,2,40000,
SURV-04995,Primary survey,Tenant,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,3,40000,
SURV-01569,Primary survey,Tenant,Gikondo,Single Room,1,1,Furnished,No,Yes,Average,3,50000,
SURV-02580,Primary survey,Landlord,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,5,50000,
SURV-02806,Primary survey,Landlord,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Good,3,50000,
SURV-04313,Primary survey,Tenant,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Average,5,50000,
SURV-04980,Primary survey,Tenant,Gikondo,Single Room,1,1,Unknown,No,Yes,Good,2,50000,
SURV-00475,Primary survey,Tenant,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Poor,4,60000,
SURV-02491,Primary survey,Other,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,2,60000,
SURV-03214,Primary survey,Tenant,Gikondo,Single Room,1,1,Unknown,Yes,Yes,Average,5,60000,
SURV-00586,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Average,2,70000,
SURV-01821,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Good,5,70000,
SURV-01862,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Furnished,Unknown,Yes,Good,5,70000,
SURV-02673,Primary survey,Tenant,Gikondo,Single Room,1,1,Furnished,No,Yes,Unknown,1,70000,
SURV-03046,Primary survey,Tenant,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,2,70000,
SURV-04335,Primary survey,Landlord,Gikondo,Single Room,1,1,Unknown,No,Yes,Good,4,70000,
SURV-00789,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Good,5,80000,
SURV-03236,Primary survey,Tenant,Gikondo,Single Room,1,1,Unknown,No,Yes,Good,5,80000,
SURV-03409,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Unknown,Yes,Yes,Good,4,80000,
SURV-04115,Primary survey,Landlord,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,5,80000,
SURV-04749,Primary survey,Tenant,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,3,80000,
SURV-04994,Primary survey,Other,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,4,80000,
SURV-00676,Primary survey,Landlord,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,2,90000,
SURV-01167,Primary survey,Tenant,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Poor,1,90000,
SURV-01612,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Average,5,90000,
SURV-03235,Primary survey,Landlord,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Average,2,90000,
SURV-04080,Primary survey,Tenant,Gikondo,Single Room,1,1,Unknown,Yes,Yes,Good,5,90000,
SURV-04479,Primary survey,Landlord,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Average,4,90000,
SURV-01626,Primary survey,Tenant,Gikondo,Single Room,1,1,Unfurnished,No,Yes,Average,1,100000,
SURV-02516,Primary survey,Tenant,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,1,100000,
SURV-04199,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Poor,1,100000,
SURV-04931,Primary survey,Tenant,Gikondo,Single Room,1,1,Unfurnished,Yes,No,Average,1,100000,
SURV-01201,Primary survey,Landlord,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Poor,4,110000,
SURV-02758,Primary survey,Real Estate Agent,Gikondo,Single Room,1,1,Semi-Furnished,No,No,Good,4,110000,
SURV-04148,Primary survey,Landlord,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Unknown,Average,3,110000,
SURV-04362,Primary survey,Tenant,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Average,4,110000,
SURV-04869,Primary survey,Tenant,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Average,2,110000,
SURV-01891,Primary survey,Tenant,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,1,120000,
SURV-03351,Primary survey,Landlord,Gikondo,Single Room,1,1,Unfurnished,Yes,Yes,Good,4,120000,
SURV-03546,Primary survey,Tenant,Gikondo,Single Room,1,1,Furnished,Yes,Yes,Poor,1,120000,
SURV-00201,Primary survey,Tenant,Gikondo,Single Room,1,1,Semi-Furnished,Yes,Yes,Good,7,150000,
SURV-00222,Primary survey,Other,Gikondo,Single Room,2,1,Furnished,No,No,Average,1,400000,
SURV-01880,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Yes,Yes,Average,2,150000,
SURV-03613,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,2,150000,
SURV-04103,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Yes,Yes,Average,3,150000,
SURV-00730,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Unknown,Yes,Good,2,160000,
SURV-04540,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Poor,2,160000,
SURV-00202,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,5,170000,
SURV-00508,Primary survey,Other,Gikondo,Studio,1,1,Furnished,Yes,Yes,Unknown,3,170000,
SURV-01323,Primary survey,Landlord,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,4,180000,
SURV-02236,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,6,200000,
SURV-02848,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Unknown,4,200000,
SURV-02275,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Yes,Yes,Good,5,210000,
SURV-04679,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Average,5,220000,
SURV-05043,Primary survey,Other,Gikondo,Studio,1,1,Semi-Furnished,Yes,Yes,Poor,4,220000,
SURV-02177,Primary survey,Landlord,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,3,230000,
SURV-00950,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Yes,Yes,Poor,6,240000,
SURV-02988,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Yes,Yes,Good,3,240000,
SURV-03886,Primary survey,Tenant,Gikondo,Studio,1,1,Semi-Furnished,Yes,Yes,Good,6,250000,
SURV-04122,Primary survey,Landlord,Gikondo,Studio,1,1,Furnished,Yes,No,Good,6,250000,
SURV-04614,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,No,Yes,Average,3,250000,
SURV-02494,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,No,Yes,Good,6,260000,
SURV-04211,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,No,No,Average,3,260000,
SURV-00398,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,6,270000,
SURV-02380,Primary survey,Tenant,Gikondo,Studio,1,1,Semi-Furnished,Yes,Yes,Good,6,270000,
SURV-00750,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Unknown,Unknown,Average,7,280000,
SURV-02784,Primary survey,Tenant,Gikondo,Studio,1,1,Unknown,Yes,No,Poor,5,290000,
SURV-04620,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,Yes,No,Poor,3,290000,
SURV-02803,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,4,300000,
SURV-03140,Primary survey,Tenant,Gikondo,Studio,1,1,Unfurnished,No,Yes,Good,5,300000,
SURV-04685,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Average,4,300000,
SURV-05133,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,5,300000,
SURV-04441,Primary survey,Tenant,Gikondo,Studio,1,1,Semi-Furnished,Yes,Yes,Average,4,310000,
SURV-05206,Primary survey,Real Estate Agent,Gikondo,Studio,1,1,Unfurnished,Yes,No,Good,3,310000,
SURV-01871,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Average,3,320000,
SURV-04082,Primary survey,Tenant,Gikondo,Studio,1,1,Semi-Furnished,Yes,Yes,Average,3,320000,
SURV-04043,Primary survey,Landlord,Gikondo,Studio,1,1,Unknown,Yes,Yes,Good,5,330000,
SURV-04414,Primary survey,Real Estate Agent,Gikondo,Studio,1,1,Unfurnished,Yes,Yes,Good,7,330000,
SURV-03596,Primary survey,Tenant,Gikondo,Studio,1,1,Semi-Furnished,Unknown,Yes,Average,4,340000,
SURV-03948,Primary survey,Tenant,Gikondo,Studio,1,1,Furnished,Yes,Yes,Good,4,350000,
SURV-00274,Primary survey,Tenant,Gishushu,House,5,4,Unknown,Unknown,Unknown,Unknown,2,400000,
SURV-00261,Primary survey,Landlord,Gishushu,House,3,2,Unfurnished,Yes,Yes,Good,1,500000,
SURV-00322,Primary survey,Landlord,Gishushu,House,6,3,Unfurnished,No,No,Good,1,500000,
SURV-00076,Primary survey,Real Estate Agent,Gisimenti,Apartment,3,2,Furnished,Yes,Yes,Good,5,1300000,
SURV-00214,Primary survey,Tenant,Gisimenti,House,5,3,Furnished,Yes,No,Good,5,800000,
SURV-02874,Primary survey,Tenant,Gisozi,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,1,100000,
SURV-03230,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Average,4,100000,
SURV-00686,Primary survey,Tenant,Gisozi,Apartment,1,1,Semi-Furnished,No,Yes,Good,3,120000,
SURV-03054,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Good,4,120000,
SURV-03752,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,3,140000,
SURV-04921,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Average,4,140000,
SURV-01145,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,2,160000,
SURV-01713,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Good,3,160000,
SURV-02259,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Poor,2,160000,
SURV-03874,Primary survey,Landlord,Gisozi,Apartment,1,1,Unknown,No,No,Good,1,160000,
SURV-04110,Primary survey,Landlord,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Unknown,4,160000,
SURV-04200,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,Yes,No,Average,5,160000,
SURV-04508,Primary survey,Landlord,Gisozi,Apartment,1,1,Semi-Furnished,Yes,No,Good,3,160000,
SURV-04538,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Semi-Furnished,Yes,No,Good,2,160000,
SURV-01096,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Average,3,180000,
SURV-01687,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Average,4,180000,
SURV-02638,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Unknown,Yes,Good,4,180000,
SURV-03088,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,3,180000,
SURV-03603,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,No,Yes,Average,5,180000,
SURV-00567,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Unknown,Poor,5,200000,
SURV-01025,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Average,6,200000,
SURV-02678,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,No,Yes,Good,3,200000,
SURV-02761,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Average,7,200000,
SURV-03787,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Unknown,4,200000,
SURV-04582,Primary survey,Landlord,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Good,4,200000,
SURV-00523,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,No,Good,3,220000,
SURV-00697,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,Unknown,Yes,Good,7,220000,
SURV-03796,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,No,Good,7,220000,
SURV-04100,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Unknown,5,220000,
SURV-03322,Primary survey,Tenant,Gisozi,Apartment,1,1,Semi-Furnished,No,Yes,Average,3,240000,
SURV-03569,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Unknown,3,240000,
SURV-04597,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Unfurnished,No,Yes,Poor,7,240000,
SURV-04816,Primary survey,Tenant,Gisozi,Apartment,1,1,Semi-Furnished,No,Yes,Good,3,240000,
SURV-02811,Primary survey,Landlord,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Average,3,280000,
SURV-04846,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Poor,5,280000,
SURV-04904,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,5,280000,
SURV-05066,Primary survey,Landlord,Gisozi,Apartment,1,1,Unfurnished,No,Yes,Good,6,280000,
SURV-01212,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Average,7,300000,
SURV-01673,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Unknown,Good,5,300000,
SURV-01930,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Semi-Furnished,Yes,Yes,Poor,6,300000,
SURV-02526,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Average,4,300000,
SURV-03512,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Unknown,6,300000,
SURV-04759,Primary survey,Real Estate Agent,Gisozi,Apartment,2,2,Unfurnished,Yes,Yes,Average,5,300000,
SURV-04987,Primary survey,Landlord,Gisozi,Apartment,1,1,Semi-Furnished,Yes,Yes,Unknown,6,300000,
SURV-00927,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,7,320000,
SURV-00944,Primary survey,Real Estate Agent,Gisozi,Apartment,2,1,Unknown,Yes,No,Average,3,320000,
SURV-01998,Primary survey,Landlord,Gisozi,Apartment,1,1,Unfurnished,Unknown,Yes,Good,7,320000,
SURV-03050,Primary survey,Real Estate Agent,Gisozi,Apartment,2,2,Furnished,No,Yes,Average,7,320000,
SURV-03574,Primary survey,Tenant,Gisozi,Apartment,2,1,Unfurnished,Yes,Yes,Average,6,320000,
SURV-03704,Primary survey,Other,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Average,7,320000,
SURV-03812,Primary survey,Real Estate Agent,Gisozi,Apartment,2,1,Unfurnished,Yes,Yes,Good,7,320000,
SURV-00368,Primary survey,Other,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Good,3,340000,
SURV-03172,Primary survey,Tenant,Gisozi,Apartment,2,1,Unfurnished,Yes,Yes,Good,3,340000,
SURV-03225,Primary survey,Tenant,Gisozi,Apartment,2,1,Unfurnished,No,Yes,Good,6,340000,
SURV-03249,Primary survey,Landlord,Gisozi,Apartment,2,2,Furnished,Yes,Yes,Good,4,340000,
SURV-03375,Primary survey,Landlord,Gisozi,Apartment,2,2,Unfurnished,Yes,Yes,Good,6,340000,
SURV-03789,Primary survey,Landlord,Gisozi,Apartment,2,2,Unknown,Yes,Yes,Average,5,340000,
SURV-04327,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Good,4,340000,
SURV-01319,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Average,6,360000,
SURV-01931,Primary survey,Tenant,Gisozi,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,4,360000,
SURV-01965,Primary survey,Landlord,Gisozi,Apartment,2,1,Furnished,No,Yes,Good,7,360000,
SURV-02071,Primary survey,Tenant,Gisozi,Apartment,2,1,Semi-Furnished,Yes,No,Average,7,360000,
SURV-02543,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Average,6,360000,
SURV-03495,Primary survey,Tenant,Gisozi,Apartment,2,2,Unfurnished,Yes,Yes,Good,5,360000,
SURV-03742,Primary survey,Tenant,Gisozi,Apartment,2,2,Unfurnished,Yes,Yes,Average,7,360000,
SURV-05188,Primary survey,Tenant,Gisozi,Apartment,1,1,Furnished,No,Yes,Average,3,360000,
SURV-00751,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,4,380000,
SURV-02305,Primary survey,Tenant,Gisozi,Apartment,2,2,Furnished,Yes,Yes,Good,4,380000,
SURV-02693,Primary survey,Landlord,Gisozi,Apartment,2,2,Furnished,Yes,Yes,Average,3,380000,
SURV-02891,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,5,380000,
SURV-03300,Primary survey,Tenant,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Poor,6,380000,
SURV-03830,Primary survey,Tenant,Gisozi,Apartment,2,1,Unknown,Yes,Yes,Good,6,380000,
SURV-03849,Primary survey,Tenant,Gisozi,Apartment,2,1,Semi-Furnished,Yes,Yes,Good,4,380000,
SURV-04077,Primary survey,Tenant,Gisozi,Apartment,2,1,Furnished,Yes,Yes,Average,5,380000,
SURV-01013,Primary survey,Tenant,Gisozi,Apartment,1,1,Semi-Furnished,Yes,Yes,Average,4,400000,
SURV-01052,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Furnished,Yes,Yes,Good,6,400000,
SURV-01315,Primary survey,Real Estate Agent,Gisozi,Apartment,2,1,Furnished,No,Yes,Good,6,400000,
SURV-01914,Primary survey,Landlord,Gisozi,Apartment,1,1,Unfurnished,Yes,Yes,Good,3,400000,
SURV-02315,Primary survey,Tenant,Gisozi,Apartment,2,2,Unfurnished,Yes,Yes,Poor,5,400000,
SURV-03379,Primary survey,Real Estate Agent,Gisozi,Apartment,1,1,Semi-Furnished,Unknown,Yes,Good,5,400000,
SURV-04658,Primary survey,Tenant,Gisozi,Apartment,1,1,Unknown,Yes,Yes,Good,3,400000,
SURV-04769,Primary survey,Landlord,Gisozi,Apartment,2,2,Furnished,Yes,Yes,Average,5,400000,
SURV-05072,Primary survey,Landlord,Gisozi,Apartment,1,1,Furnished,No,Yes,Average,6,400000,
SURV-00485,Primary survey,Landlord,Gisozi,Apartment,2,1,Unfurnished,Yes,No,Good,7,420000,
SURV-00655,Primary survey,Tenant,Gisozi,Apartment,2,1,Furnished,Yes,Yes,Average,3,420000,
SURV-00355,Primary survey,Tenant,Gisozi,Apartment,2,2,Semi-Furnished,No,Yes,Good,7,440000,
SURV-00371,Primary survey,Landlord,Gisozi,Apartment,2,2,Furnished,Unknown,Yes,Good,5,440000,
SURV-02955,Primary survey,Real Estate Agent,Gisozi,Apartment,2,2,Unfurnished,Yes,Yes,Average,4,460000,
SURV-03857,Primary survey,Real Estate Agent,Gisozi,Apartment,2,1,Furnished,Yes,Yes,Good,7,460000,
SURV-00986,Primary survey,Landlord,Gisozi,Apartment,2,2,Semi-Furnished,No,Yes,Average,3,480000,
SURV-01371,Primary survey,Other,Gisozi,Apartment,2,2,Semi-Furnished,No,Yes,Poor,5,480000,
SURV-03961,Primary survey,Landlord,Gisozi,Apartment,2,2,Furnished,Yes,Unknown,Good,6,480000,
SURV-05009,Primary survey,Tenant,Gisozi,Apartment,2,1,Unknown,Yes,Yes,Poor,6,480000,
SURV-05276,Primary survey,Tenant,Gisozi,Apartment,2,2,Furnished,Yes,Yes,Average,3,480000,
